"report_number","date_reported","date_of_occurrence","time_of_occurrence","city","crime_code","crime_description","victim_age","victim_gender","weapon_used","crime_domain","police_deployed","case_closed","date_case_closed","year_of_occurrence"
11675,2021-05-02 11:00:00,2021-01-05 10:00:00,"05:54:00","Chennai",422,"SEXUAL ASSAULT",13,"M","Explosives","Violent Crime",18,"No",NA,"2021"
11676,2021-05-02 11:00:00,2021-01-05 11:00:00,"17:34:00","Ludhiana",170,"CYBERCRIME",62,"M","Knife","Other Crime",11,"Yes",2021-06-02 11:00:00,"2021"
11677,2021-05-03 04:00:00,2021-01-05 12:00:00,"18:16:00","Agra",386,"PUBLIC INTOXICATION",34,"F","Firearm","Other Crime",5,"Yes",2021-05-23 04:00:00,"2021"
11678,2021-05-04 09:00:00,2021-01-05 13:00:00,"00:14:00","Delhi",387,"DOMESTIC VIOLENCE",56,"M","Explosives","Violent Crime",17,"Yes",2021-05-25 09:00:00,"2021"
11679,2021-05-03 23:00:00,2021-01-05 14:00:00,"23:00:00","Indore",575,"ILLEGAL POSSESSION",78,"M","Firearm","Other Crime",9,"Yes",2021-05-26 23:00:00,"2021"
11680,2021-05-04 07:00:00,2021-01-05 15:00:00,"11:23:00","Delhi",132,"VEHICLE - STOLEN",63,"M","Other","Violent Crime",17,"No",NA,"2021"
11681,2021-05-02 15:00:00,2021-01-05 16:00:00,"22:40:00","Mumbai",593,"VANDALISM",42,"F","Knife","Other Crime",18,"Yes",2021-06-08 15:00:00,"2021"
11682,2021-05-04 05:00:00,2021-01-05 17:00:00,"17:42:00","Pune",562,"COUNTERFEITING",62,"M","None","Other Crime",8,"Yes",2021-07-01 05:00:00,"2021"
11683,2021-05-01 19:00:00,2021-01-05 18:00:00,"14:10:00","Delhi",502,"VEHICLE - STOLEN",51,"F","Blunt Object","Violent Crime",15,"No",NA,"2021"
11684,2021-05-04 08:00:00,2021-01-05 19:00:00,"17:17:00","Kanpur",383,"EXTORTION",34,"F","Other","Other Crime",12,"Yes",2021-07-08 08:00:00,"2021"
11685,2021-05-03 15:00:00,2021-01-05 20:00:00,"00:18:00","Mumbai",166,"DRUG OFFENSE",32,"F","Firearm","Other Crime",3,"No",NA,"2021"
11686,2021-05-04 19:00:00,2021-01-05 21:00:00,"19:32:00","Delhi",523,"ASSAULT",46,"F","Firearm","Violent Crime",8,"No",NA,"2021"
11687,2021-05-04 21:00:00,2021-01-05 22:00:00,"21:03:00","Delhi",402,"BURGLARY",25,"F","Blunt Object","Other Crime",15,"No",NA,"2021"
11688,2021-05-02 01:00:00,2021-01-05 23:00:00,"03:55:00","Ahmedabad",349,"FIREARM OFFENSE",45,"F","Firearm","Fire Accident",12,"No",NA,"2021"
11689,2021-05-03 09:00:00,2021-02-05,"22:36:00","Bangalore",148,"VANDALISM",12,"F","Firearm","Other Crime",17,"No",NA,"2021"
11690,2021-05-04 23:00:00,2021-02-05 01:00:00,"16:33:00","Mumbai",336,"ILLEGAL POSSESSION",14,"M","Poison","Other Crime",9,"Yes",2021-06-28 23:00:00,"2021"
11691,2021-05-03 12:00:00,2021-02-05 02:00:00,"16:25:00","Srinagar",401,"BURGLARY",31,"F","Other","Other Crime",9,"Yes",2021-08-06 12:00:00,"2021"
11692,2021-05-04 05:00:00,2021-02-05 03:00:00,"18:42:00","Bangalore",384,"KIDNAPPING",10,"F","Other","Other Crime",7,"Yes",2021-07-11 05:00:00,"2021"
11693,2021-05-04 18:00:00,2021-02-05 04:00:00,"21:00:00","Nagpur",153,"DRUG OFFENSE",69,"F","Other","Other Crime",8,"No",NA,"2021"
11694,2021-05-02 23:00:00,2021-02-05 05:00:00,"18:30:00","Kalyan",365,"SEXUAL ASSAULT",32,"F","Knife","Violent Crime",11,"Yes",2022-08-22 23:00:00,"2021"
11695,2021-05-04 15:00:00,2021-02-05 06:00:00,"00:33:00","Mumbai",492,"ASSAULT",10,"M","Blunt Object","Violent Crime",3,"No",NA,"2021"
11696,2021-05-04 09:00:00,2021-02-05 07:00:00,"17:10:00","Mumbai",520,"ROBBERY",49,"M","Firearm","Violent Crime",8,"No",NA,"2021"
11697,2021-05-04 01:00:00,2021-02-05 08:00:00,"02:48:00","Srinagar",398,"VEHICLE - STOLEN",25,"M","Other","Violent Crime",12,"Yes",2021-06-11 01:00:00,"2021"
11698,2021-05-04 14:00:00,2021-02-05 09:00:00,"01:32:00","Kolkata",443,"KIDNAPPING",74,"F","Other","Other Crime",1,"No",NA,"2021"
11699,2021-05-03 12:00:00,2021-02-05 10:00:00,"11:19:00","Nagpur",425,"ILLEGAL POSSESSION",21,"M","Knife","Other Crime",18,"No",NA,"2021"
11700,2021-05-02 13:00:00,2021-02-05 11:00:00,"06:56:00","Agra",234,"DOMESTIC VIOLENCE",72,"F","Blunt Object","Violent Crime",13,"Yes",2021-06-06 13:00:00,"2021"
11701,2021-05-04 01:00:00,2021-02-05 12:00:00,"15:22:00","Surat",464,"CYBERCRIME",19,"F","Other","Other Crime",8,"Yes",2021-05-13 01:00:00,"2021"
11702,2021-05-02 21:00:00,2021-02-05 13:00:00,"09:58:00","Ahmedabad",471,"CYBERCRIME",53,"M","Explosives","Other Crime",1,"No",NA,"2021"
11703,2021-05-04 16:00:00,2021-02-05 14:00:00,"23:18:00","Ahmedabad",476,"ROBBERY",17,"F","Other","Violent Crime",6,"Yes",2021-09-22 16:00:00,"2021"
11704,2021-05-03,2021-02-05 15:00:00,"16:09:00","Bangalore",146,"SHOPLIFTING",71,"F","Blunt Object","Other Crime",17,"Yes",2021-05-21,"2021"
11705,2021-05-03 21:00:00,2021-02-05 16:00:00,"13:30:00","Mumbai",247,"DRUG OFFENSE",57,"F","None","Other Crime",9,"No",NA,"2021"
11706,2021-05-03,2021-02-05 17:00:00,"11:18:00","Bangalore",528,"FRAUD",24,"F","Firearm","Other Crime",5,"Yes",2021-07-30,"2021"
11707,2021-05-04 04:00:00,2021-02-05 18:00:00,"06:44:00","Bangalore",418,"PUBLIC INTOXICATION",28,"M","Other","Other Crime",18,"Yes",2021-06-02 04:00:00,"2021"
11708,2021-05-05 07:00:00,2021-02-05 19:00:00,"16:45:00","Ahmedabad",319,"ROBBERY",48,"F","Blunt Object","Violent Crime",10,"No",NA,"2021"
11709,2021-05-03 18:00:00,2021-02-05 20:00:00,"01:22:00","Ahmedabad",287,"BURGLARY",41,"F","Other","Other Crime",9,"Yes",2021-06-11 18:00:00,"2021"
11710,2021-05-05 04:00:00,2021-02-05 21:00:00,"20:16:00","Visakhapatnam",513,"ILLEGAL POSSESSION",38,"M","Other","Other Crime",9,"No",NA,"2021"
11711,2021-05-03 05:00:00,2021-02-05 22:00:00,"10:44:00","Hyderabad",520,"FIREARM OFFENSE",27,"F","None","Fire Accident",1,"Yes",2021-06-08 05:00:00,"2021"
11712,2021-05-03,2021-02-05 23:00:00,"22:47:00","Bhopal",269,"FRAUD",67,"M","Other","Other Crime",11,"No",NA,"2021"
11713,2021-05-04 07:00:00,2021-03-05,"02:37:00","Chennai",343,"PUBLIC INTOXICATION",41,"F","Explosives","Other Crime",17,"Yes",2021-05-30 07:00:00,"2021"
11714,2021-05-04 11:00:00,2021-03-05 01:00:00,"04:20:00","Hyderabad",305,"SEXUAL ASSAULT",62,"M","Other","Violent Crime",17,"Yes",2022-11-10 11:00:00,"2021"
11715,2021-05-04 01:00:00,2021-03-05 02:00:00,"11:19:00","Jaipur",146,"BURGLARY",65,"M","Blunt Object","Other Crime",18,"Yes",2021-09-25 01:00:00,"2021"
11716,2021-05-04 07:00:00,2021-03-05 03:00:00,"02:03:00","Delhi",213,"SHOPLIFTING",33,"F","Blunt Object","Other Crime",11,"Yes",2021-07-04 07:00:00,"2021"
11717,2021-05-04 13:00:00,2021-03-05 04:00:00,"22:16:00","Hyderabad",337,"TRAFFIC VIOLATION",56,"M","None","Traffic Fatality",10,"No",NA,"2021"
11718,2021-05-05 10:00:00,2021-03-05 05:00:00,"01:26:00","Hyderabad",267,"ROBBERY",58,"F","Blunt Object","Violent Crime",5,"Yes",2021-06-19 10:00:00,"2021"
11719,2021-05-05 10:00:00,2021-03-05 06:00:00,"01:04:00","Mumbai",185,"ARSON",39,"F","None","Fire Accident",18,"No",NA,"2021"
11720,2021-05-03 11:00:00,2021-03-05 07:00:00,"08:21:00","Surat",411,"ROBBERY",50,"M","Blunt Object","Violent Crime",18,"No",NA,"2021"
11721,2021-05-04 19:00:00,2021-03-05 08:00:00,"02:19:00","Delhi",375,"ROBBERY",72,"F","Blunt Object","Violent Crime",6,"Yes",2021-10-22 19:00:00,"2021"
11722,2021-05-05 01:00:00,2021-03-05 09:00:00,"08:52:00","Nagpur",243,"SEXUAL ASSAULT",66,"M","Firearm","Violent Crime",4,"No",NA,"2021"
11723,2021-05-06 06:00:00,2021-03-05 10:00:00,"21:44:00","Nagpur",126,"FRAUD",48,"F","None","Other Crime",5,"Yes",2021-05-30 06:00:00,"2021"
11724,2021-05-05 04:00:00,2021-03-05 11:00:00,"05:41:00","Chennai",532,"SHOPLIFTING",16,"F","Explosives","Other Crime",19,"Yes",2021-07-14 04:00:00,"2021"
11725,2021-05-05 06:00:00,2021-03-05 12:00:00,"18:55:00","Mumbai",285,"KIDNAPPING",26,"F","None","Other Crime",8,"No",NA,"2021"
11726,2021-05-05 11:00:00,2021-03-05 13:00:00,"04:51:00","Chennai",503,"IDENTITY THEFT",27,"M","Firearm","Violent Crime",2,"No",NA,"2021"
11727,2021-05-06 08:00:00,2021-03-05 14:00:00,"12:32:00","Bangalore",192,"FIREARM OFFENSE",18,"F","Poison","Fire Accident",14,"No",NA,"2021"
11728,2021-05-05,2021-03-05 15:00:00,"20:52:00","Delhi",156,"HOMICIDE",47,"F","Poison","Other Crime",10,"No",NA,"2021"
11729,2021-05-05 06:00:00,2021-03-05 16:00:00,"07:26:00","Delhi",277,"VEHICLE - STOLEN",49,"F","Firearm","Violent Crime",7,"No",NA,"2021"
11730,2021-05-04 08:00:00,2021-03-05 17:00:00,"04:05:00","Hyderabad",508,"ARSON",44,"M","Other","Fire Accident",10,"No",NA,"2021"
11731,2021-05-06 07:00:00,2021-03-05 18:00:00,"11:47:00","Hyderabad",548,"FRAUD",43,"F","Poison","Other Crime",7,"Yes",2021-07-02 07:00:00,"2021"
11732,2021-05-05 15:00:00,2021-03-05 19:00:00,"07:14:00","Srinagar",468,"EXTORTION",40,"F","Blunt Object","Other Crime",1,"No",NA,"2021"
11733,2021-05-05 12:00:00,2021-03-05 20:00:00,"16:47:00","Delhi",409,"ROBBERY",17,"F","Poison","Violent Crime",10,"No",NA,"2021"
11734,2021-05-06 14:00:00,2021-03-05 21:00:00,"16:51:00","Mumbai",511,"ROBBERY",59,"F","Explosives","Violent Crime",14,"Yes",2021-10-08 14:00:00,"2021"
11735,2021-05-04 14:00:00,2021-03-05 22:00:00,"11:35:00","Bangalore",395,"EXTORTION",30,"M","Knife","Other Crime",2,"No",NA,"2021"
11736,2021-05-06 03:00:00,2021-03-05 23:00:00,"10:08:00","Hyderabad",281,"TRAFFIC VIOLATION",13,"M","None","Traffic Fatality",11,"Yes",2021-05-14 03:00:00,"2021"
11737,2021-05-05 23:00:00,2021-04-05,"07:20:00","Pune",558,"BURGLARY",24,"F","Other","Other Crime",19,"No",NA,"2021"
11738,2021-05-05 04:00:00,2021-04-05 01:00:00,"13:30:00","Mumbai",253,"ILLEGAL POSSESSION",63,"M","Poison","Other Crime",8,"No",NA,"2021"
11739,2021-05-05 09:00:00,2021-04-05 02:00:00,"11:03:00","Pune",395,"VEHICLE - STOLEN",19,"M","None","Violent Crime",14,"Yes",2021-05-28 09:00:00,"2021"
11740,2021-05-07 01:00:00,2021-04-05 03:00:00,"00:00:00","Chennai",146,"PUBLIC INTOXICATION",71,"F","Explosives","Other Crime",13,"Yes",2021-05-30 01:00:00,"2021"
11741,2021-05-06 06:00:00,2021-04-05 04:00:00,"10:39:00","Delhi",418,"VEHICLE - STOLEN",40,"F","Poison","Violent Crime",11,"No",NA,"2021"
11742,2021-05-05 09:00:00,2021-04-05 05:00:00,"13:41:00","Ghaziabad",574,"DOMESTIC VIOLENCE",22,"F","Blunt Object","Violent Crime",11,"No",NA,"2021"
11743,2021-05-05 22:00:00,2021-04-05 06:00:00,"03:28:00","Ahmedabad",557,"ILLEGAL POSSESSION",42,"F","Poison","Other Crime",19,"Yes",2021-07-18 22:00:00,"2021"
11744,2021-05-06 13:00:00,2021-04-05 07:00:00,"13:03:00","Thane",596,"ILLEGAL POSSESSION",62,"F","Blunt Object","Other Crime",1,"No",NA,"2021"
11745,2021-05-04 11:00:00,2021-04-05 08:00:00,"12:00:00","Nagpur",186,"EXTORTION",79,"F","Firearm","Other Crime",13,"No",NA,"2021"
11746,2021-05-04 19:00:00,2021-04-05 09:00:00,"15:08:00","Mumbai",386,"COUNTERFEITING",76,"F","Firearm","Other Crime",11,"No",NA,"2021"
11747,2021-05-04 11:00:00,2021-04-05 10:00:00,"09:17:00","Mumbai",271,"FIREARM OFFENSE",14,"F","None","Fire Accident",3,"Yes",2021-06-01 11:00:00,"2021"
11748,2021-05-06 17:00:00,2021-04-05 11:00:00,"21:54:00","Jaipur",433,"ILLEGAL POSSESSION",45,"F","Poison","Other Crime",14,"Yes",2021-07-07 17:00:00,"2021"
11749,2021-05-07 02:00:00,2021-04-05 12:00:00,"01:52:00","Hyderabad",544,"TRAFFIC VIOLATION",15,"M","Explosives","Traffic Fatality",5,"Yes",2021-05-18 02:00:00,"2021"
11750,2021-05-05 11:00:00,2021-04-05 13:00:00,"23:04:00","Pune",385,"SHOPLIFTING",38,"F","Poison","Other Crime",15,"Yes",2021-06-06 11:00:00,"2021"
11751,2021-05-06,2021-04-05 14:00:00,"05:49:00","Pune",354,"VEHICLE - STOLEN",76,"F","Explosives","Violent Crime",15,"Yes",2021-07-30,"2021"
11752,2021-05-05 06:00:00,2021-04-05 15:00:00,"01:05:00","Patna",514,"VANDALISM",19,"F","Firearm","Other Crime",8,"No",NA,"2021"
11753,2021-05-05 20:00:00,2021-04-05 16:00:00,"01:38:00","Delhi",363,"ILLEGAL POSSESSION",24,"F","Other","Other Crime",3,"Yes",2021-05-14 20:00:00,"2021"
11754,2021-05-04 19:00:00,2021-04-05 17:00:00,"15:01:00","Patna",491,"VANDALISM",25,"F","Explosives","Other Crime",18,"Yes",2021-07-11 19:00:00,"2021"
11755,2021-05-06 04:00:00,2021-04-05 18:00:00,"17:30:00","Jaipur",278,"IDENTITY THEFT",31,"F","Explosives","Violent Crime",3,"No",NA,"2021"
11756,2021-05-07 15:00:00,2021-04-05 19:00:00,"02:04:00","Indore",523,"FIREARM OFFENSE",67,"F","None","Fire Accident",3,"No",NA,"2021"
11757,2021-05-07 17:00:00,2021-04-05 20:00:00,"09:20:00","Vasai",249,"FIREARM OFFENSE",41,"M","Explosives","Fire Accident",11,"Yes",2021-07-11 17:00:00,"2021"
11758,2021-05-07 19:00:00,2021-04-05 21:00:00,"01:36:00","Delhi",269,"VANDALISM",75,"F","Firearm","Other Crime",14,"No",NA,"2021"
11759,2021-05-07 08:00:00,2021-04-05 22:00:00,"17:27:00","Agra",357,"KIDNAPPING",33,"F","Poison","Other Crime",10,"No",NA,"2021"
11760,2021-05-06 10:00:00,2021-04-05 23:00:00,"23:08:00","Surat",367,"BURGLARY",41,"M","Knife","Other Crime",19,"No",NA,"2021"
11761,2021-05-05 16:00:00,2021-05-05,"16:45:00","Surat",254,"VANDALISM",56,"M","Other","Other Crime",17,"No",NA,"2021"
11762,2021-05-06 04:00:00,2021-05-05 01:00:00,"03:02:00","Jaipur",225,"KIDNAPPING",61,"F","None","Other Crime",19,"Yes",2021-07-11 04:00:00,"2021"
11763,2021-05-05 07:00:00,2021-05-05 02:00:00,"13:08:00","Vasai",501,"FRAUD",60,"F","None","Other Crime",11,"No",NA,"2021"
11764,2021-05-06 12:00:00,2021-05-05 03:00:00,"22:06:00","Hyderabad",135,"SHOPLIFTING",16,"F","Explosives","Other Crime",14,"No",NA,"2021"
11765,2021-05-07 12:00:00,2021-05-05 04:00:00,"15:25:00","Hyderabad",590,"PUBLIC INTOXICATION",60,"F","None","Other Crime",7,"Yes",2021-06-03 12:00:00,"2021"
11766,2021-05-06 17:00:00,2021-05-05 05:00:00,"10:47:00","Kanpur",529,"TRAFFIC VIOLATION",63,"F","Poison","Traffic Fatality",16,"No",NA,"2021"
11767,2021-05-06 04:00:00,2021-05-05 06:00:00,"04:31:00","Bangalore",347,"HOMICIDE",30,"F","None","Other Crime",7,"Yes",2023-02-23 04:00:00,"2021"
11768,2021-05-05 18:00:00,2021-05-05 07:00:00,"01:31:00","Ludhiana",300,"ARSON",33,"F","Knife","Fire Accident",3,"No",NA,"2021"
11769,2021-05-05 14:00:00,2021-05-05 08:00:00,"10:08:00","Delhi",352,"FIREARM OFFENSE",61,"M","None","Fire Accident",17,"Yes",2021-06-10 14:00:00,"2021"
11770,2021-05-07 15:00:00,2021-05-05 09:00:00,"18:25:00","Lucknow",234,"FIREARM OFFENSE",58,"M","Knife","Fire Accident",14,"No",NA,"2021"
11771,2021-05-05 20:00:00,2021-05-05 10:00:00,"07:32:00","Indore",439,"FIREARM OFFENSE",18,"F","Poison","Fire Accident",11,"No",NA,"2021"
11772,2021-05-08 10:00:00,2021-05-05 11:00:00,"23:36:00","Chennai",184,"FIREARM OFFENSE",12,"M","Other","Fire Accident",8,"Yes",2021-06-02 10:00:00,"2021"
11773,2021-05-05 16:00:00,2021-05-05 12:00:00,"09:18:00","Jaipur",213,"VANDALISM",25,"F","Blunt Object","Other Crime",9,"Yes",2021-07-29 16:00:00,"2021"
11774,2021-05-08 10:00:00,2021-05-05 13:00:00,"22:39:00","Delhi",206,"KIDNAPPING",66,"F","Blunt Object","Other Crime",16,"No",NA,"2021"
11775,2021-05-06,2021-05-05 14:00:00,"21:50:00","Hyderabad",340,"BURGLARY",28,"F","Explosives","Other Crime",18,"Yes",2021-06-20,"2021"
11776,2021-05-07 12:00:00,2021-05-05 15:00:00,"17:50:00","Ahmedabad",423,"IDENTITY THEFT",65,"F","Knife","Violent Crime",19,"No",NA,"2021"
11777,2021-05-06 07:00:00,2021-05-05 16:00:00,"05:03:00","Nagpur",166,"VEHICLE - STOLEN",28,"F","Blunt Object","Violent Crime",19,"No",NA,"2021"
11778,2021-05-08 13:00:00,2021-05-05 17:00:00,"22:52:00","Jaipur",344,"IDENTITY THEFT",61,"F","Other","Violent Crime",14,"Yes",2021-06-26 13:00:00,"2021"
11779,2021-05-06 11:00:00,2021-05-05 18:00:00,"03:45:00","Delhi",214,"PUBLIC INTOXICATION",42,"M","Blunt Object","Other Crime",3,"Yes",2021-05-09 11:00:00,"2021"
11780,2021-05-06 23:00:00,2021-05-05 19:00:00,"23:22:00","Kolkata",479,"KIDNAPPING",44,"M","Knife","Other Crime",16,"Yes",2021-07-16 23:00:00,"2021"
11781,2021-05-07 17:00:00,2021-05-05 20:00:00,"03:47:00","Delhi",242,"EXTORTION",13,"M","Knife","Other Crime",9,"Yes",2021-05-14 17:00:00,"2021"
11782,2021-05-08 16:00:00,2021-05-05 21:00:00,"09:13:00","Kalyan",426,"DOMESTIC VIOLENCE",17,"M","Poison","Violent Crime",13,"No",NA,"2021"
11783,2021-05-08 06:00:00,2021-05-05 22:00:00,"00:06:00","Vasai",169,"ASSAULT",73,"M","None","Violent Crime",1,"No",NA,"2021"
11784,2021-05-08 03:00:00,2021-05-05 23:00:00,"07:48:00","Hyderabad",474,"ROBBERY",56,"F","Knife","Violent Crime",1,"Yes",2021-08-28 03:00:00,"2021"
11785,2021-05-08 23:00:00,2021-06-05,"03:57:00","Ghaziabad",514,"DRUG OFFENSE",36,"F","Knife","Other Crime",12,"Yes",2021-05-30 23:00:00,"2021"
11786,2021-05-06 04:00:00,2021-06-05 01:00:00,"06:23:00","Delhi",257,"EXTORTION",50,"F","Poison","Other Crime",18,"No",NA,"2021"
11787,2021-05-08 19:00:00,2021-06-05 02:00:00,"14:23:00","Lucknow",213,"DOMESTIC VIOLENCE",14,"M","Blunt Object","Violent Crime",19,"Yes",2021-06-23 19:00:00,"2021"
11788,2021-05-07 03:00:00,2021-06-05 03:00:00,"06:45:00","Delhi",275,"ASSAULT",12,"M","Blunt Object","Violent Crime",9,"Yes",2021-07-10 03:00:00,"2021"
11789,2021-05-08 19:00:00,2021-06-05 04:00:00,"19:19:00","Srinagar",324,"SHOPLIFTING",27,"F","None","Other Crime",13,"No",NA,"2021"
11790,2021-05-08 02:00:00,2021-06-05 05:00:00,"23:39:00","Mumbai",135,"FRAUD",16,"M","None","Other Crime",7,"No",NA,"2021"
11791,2021-05-06 18:00:00,2021-06-05 06:00:00,"13:56:00","Kolkata",114,"ROBBERY",27,"F","Explosives","Violent Crime",9,"No",NA,"2021"
11792,2021-05-07 10:00:00,2021-06-05 07:00:00,"10:50:00","Hyderabad",215,"DOMESTIC VIOLENCE",64,"F","Firearm","Violent Crime",16,"No",NA,"2021"
11793,2021-05-07,2021-06-05 08:00:00,"12:58:00","Lucknow",457,"FIREARM OFFENSE",41,"F","Explosives","Fire Accident",13,"Yes",2021-07-16,"2021"
11794,2021-05-07 21:00:00,2021-06-05 09:00:00,"21:51:00","Kolkata",371,"BURGLARY",75,"F","Explosives","Other Crime",19,"No",NA,"2021"
11795,2021-05-08 06:00:00,2021-06-05 10:00:00,"16:53:00","Delhi",188,"KIDNAPPING",10,"M","Other","Other Crime",10,"No",NA,"2021"
11796,2021-05-07 03:00:00,2021-06-05 11:00:00,"00:46:00","Delhi",304,"ASSAULT",33,"M","Firearm","Violent Crime",19,"No",NA,"2021"
11797,2021-05-08 18:00:00,2021-06-05 12:00:00,"15:25:00","Mumbai",432,"VEHICLE - STOLEN",62,"M","Other","Violent Crime",16,"Yes",2021-05-25 18:00:00,"2021"
11798,2021-05-09 06:00:00,2021-06-05 13:00:00,"17:09:00","Nagpur",461,"ASSAULT",13,"F","Firearm","Violent Crime",8,"No",NA,"2021"
11799,2021-05-08 05:00:00,2021-06-05 14:00:00,"12:22:00","Lucknow",342,"TRAFFIC VIOLATION",76,"M","Explosives","Traffic Fatality",3,"No",NA,"2021"
11800,2021-05-07 09:00:00,2021-06-05 15:00:00,"10:56:00","Thane",277,"PUBLIC INTOXICATION",50,"F","Other","Other Crime",10,"No",NA,"2021"
11801,2021-05-07 23:00:00,2021-06-05 16:00:00,"00:19:00","Srinagar",480,"CYBERCRIME",14,"M","Poison","Other Crime",13,"Yes",2021-05-25 23:00:00,"2021"
11802,2021-05-09 12:00:00,2021-06-05 17:00:00,"06:36:00","Nagpur",506,"ARSON",64,"M","None","Fire Accident",4,"No",NA,"2021"
11803,2021-05-08 03:00:00,2021-06-05 18:00:00,"01:42:00","Agra",130,"CYBERCRIME",49,"F","Explosives","Other Crime",15,"No",NA,"2021"
11804,2021-05-06 23:00:00,2021-06-05 19:00:00,"19:50:00","Nagpur",116,"CYBERCRIME",50,"F","None","Other Crime",17,"Yes",2021-06-29 23:00:00,"2021"
11805,2021-05-07 03:00:00,2021-06-05 20:00:00,"07:42:00","Delhi",259,"ILLEGAL POSSESSION",63,"F","Firearm","Other Crime",4,"Yes",2021-07-05 03:00:00,"2021"
11806,2021-05-09 11:00:00,2021-06-05 21:00:00,"15:27:00","Hyderabad",195,"FIREARM OFFENSE",30,"M","Poison","Fire Accident",5,"No",NA,"2021"
11807,2021-05-07 23:00:00,2021-06-05 22:00:00,"02:50:00","Hyderabad",129,"SHOPLIFTING",17,"M","Knife","Other Crime",7,"Yes",2021-06-20 23:00:00,"2021"
11808,2021-05-08 22:00:00,2021-06-05 23:00:00,"01:59:00","Rajkot",310,"HOMICIDE",11,"F","Poison","Other Crime",3,"Yes",2022-01-09 22:00:00,"2021"
11809,2021-05-08 11:00:00,2021-07-05,"22:00:00","Mumbai",503,"ILLEGAL POSSESSION",29,"M","Knife","Other Crime",15,"No",NA,"2021"
11810,2021-05-09 15:00:00,2021-07-05 01:00:00,"02:11:00","Hyderabad",143,"EXTORTION",59,"F","None","Other Crime",9,"No",NA,"2021"
11811,2021-05-07 22:00:00,2021-07-05 02:00:00,"01:00:00","Bangalore",239,"BURGLARY",73,"F","Other","Other Crime",4,"Yes",2021-08-25 22:00:00,"2021"
11812,2021-05-07 06:00:00,2021-07-05 03:00:00,"05:10:00","Mumbai",137,"IDENTITY THEFT",69,"M","Poison","Violent Crime",5,"Yes",2021-07-24 06:00:00,"2021"
11813,2021-05-07 13:00:00,2021-07-05 04:00:00,"12:01:00","Delhi",356,"VEHICLE - STOLEN",31,"M","Blunt Object","Violent Crime",1,"No",NA,"2021"
11814,2021-05-09 05:00:00,2021-07-05 05:00:00,"17:59:00","Lucknow",452,"EXTORTION",29,"F","Explosives","Other Crime",6,"Yes",2021-05-19 05:00:00,"2021"
11815,2021-05-07 23:00:00,2021-07-05 06:00:00,"09:57:00","Pune",152,"SHOPLIFTING",19,"F","Knife","Other Crime",5,"No",NA,"2021"
11816,2021-05-09 11:00:00,2021-07-05 07:00:00,"20:50:00","Nagpur",591,"ILLEGAL POSSESSION",78,"F","Other","Other Crime",10,"No",NA,"2021"
11817,2021-05-08 01:00:00,2021-07-05 08:00:00,"17:09:00","Indore",354,"VEHICLE - STOLEN",62,"F","Other","Violent Crime",15,"No",NA,"2021"
11818,2021-05-09,2021-07-05 09:00:00,"12:52:00","Kanpur",336,"BURGLARY",28,"F","Blunt Object","Other Crime",13,"Yes",2021-08-18,"2021"
11819,2021-05-09 14:00:00,2021-07-05 10:00:00,"12:51:00","Patna",175,"DRUG OFFENSE",18,"M","Firearm","Other Crime",1,"No",NA,"2021"
11820,2021-05-09,2021-07-05 11:00:00,"16:42:00","Nashik",260,"SHOPLIFTING",47,"F","Poison","Other Crime",12,"Yes",2021-07-10,"2021"
11821,2021-05-08 21:00:00,2021-07-05 12:00:00,"10:19:00","Bangalore",398,"ILLEGAL POSSESSION",11,"F","Firearm","Other Crime",2,"Yes",2021-06-07 21:00:00,"2021"
11822,2021-05-09 17:00:00,2021-07-05 13:00:00,"05:09:00","Chennai",222,"SHOPLIFTING",62,"F","Knife","Other Crime",7,"No",NA,"2021"
11823,2021-05-10 08:00:00,2021-07-05 14:00:00,"20:59:00","Delhi",331,"DOMESTIC VIOLENCE",20,"F","Other","Violent Crime",2,"Yes",2021-06-20 08:00:00,"2021"
11824,2021-05-09,2021-07-05 15:00:00,"07:07:00","Mumbai",251,"FRAUD",74,"F","Other","Other Crime",14,"No",NA,"2021"
11825,2021-05-07 17:00:00,2021-07-05 16:00:00,"13:15:00","Hyderabad",573,"ILLEGAL POSSESSION",65,"F","Other","Other Crime",6,"Yes",2021-07-05 17:00:00,"2021"
11826,2021-05-09 06:00:00,2021-07-05 17:00:00,"21:33:00","Visakhapatnam",539,"DRUG OFFENSE",61,"F","Knife","Other Crime",18,"Yes",2021-07-22 06:00:00,"2021"
11827,2021-05-07 22:00:00,2021-07-05 18:00:00,"09:59:00","Chennai",599,"KIDNAPPING",54,"F","Explosives","Other Crime",1,"Yes",2021-06-08 22:00:00,"2021"
11828,2021-05-08 10:00:00,2021-07-05 19:00:00,"13:20:00","Bangalore",200,"BURGLARY",42,"M","Explosives","Other Crime",12,"Yes",2021-10-20 10:00:00,"2021"
11829,2021-05-10 06:00:00,2021-07-05 20:00:00,"00:36:00","Bangalore",282,"DOMESTIC VIOLENCE",18,"F","Blunt Object","Violent Crime",16,"No",NA,"2021"
11830,2021-05-08 12:00:00,2021-07-05 21:00:00,"04:47:00","Jaipur",418,"VANDALISM",45,"F","Firearm","Other Crime",16,"No",NA,"2021"
